review_id,decision,basis,generator_enabled,usage_class,district_pool,season_pool,selection_weight,category,role,pack,asset_name,asset_class,object_path,source_score,notes
M0131,APPROVED,AUTO_POLICY,true,TRAVERSAL_MODULE,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,stairs_traversal,TRAVERSAL,Scene_UnfinishedBuilding,SM_Ind_Con_Stairs_Concrete_Worn_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Stairs_Concrete_Worn_01/SM_Ind_Con_Stairs_Concrete_Worn_01.SM_Ind_Con_Stairs_Concrete_Worn_01,30,Selected by deterministic production policy: high source score and variant-family diversity.
M0132,APPROVED,AUTO_POLICY,true,TRAVERSAL_MODULE,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.87,stairs_traversal,TRAVERSAL,Scene_UnfinishedBuilding,SM_Ind_Unf_StairBase_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Custom/Ind_Unf__StairBase_01/SM_Ind_Unf_StairBase_01.SM_Ind_Unf_StairBase_01,22,Selected by deterministic production policy: high source score and variant-family diversity.
M0133,APPROVED,AUTO_POLICY,true,TRAVERSAL_MODULE,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.87,stairs_traversal,TRAVERSAL,Scene_UnfinishedBuilding,SM_Ind_Unf_StairBase_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Custom/Ind_Unf__StairBase_01/SM_Ind_Unf_StairBase_02.SM_Ind_Unf_StairBase_02,22,Selected by deterministic production policy: high source score and variant-family diversity.
M0134,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHA_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHa_L1_A/Mesh/SM_BLDG_CHA_L01_A_Entrance_01_N1.SM_BLDG_CHA_L01_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0135,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHA_L02_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L2_A/Mesh/SM_BLDG_CHA_L02_A_Entrance_01_N1.SM_BLDG_CHA_L02_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0136,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHB_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/B/Kit_Bldg_CHB_L1_A/Mesh/SM_BLDG_CHB_L01_A_Entrance_01_N1.SM_BLDG_CHB_L01_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0137,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHB_L03_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/B/Kit_Bldg_CHB_L3_A/Mesh/SM_BLDG_CHB_L03_A_Entrance_01_N1.SM_BLDG_CHB_L03_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0138,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHB_L03_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/B/Kit_Bldg_CHB_L3_A/Mesh/SM_BLDG_CHB_L03_A_Entrance_02_N1.SM_BLDG_CHB_L03_A_Entrance_02_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0139,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHC_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L1_A/Mesh/SM_BLDG_CHC_L01_A_Entrance_01_N1.SM_BLDG_CHC_L01_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0140,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHC_L02_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L2_A/Mesh/SM_BLDG_CHC_L02_A_Entrance_01_N1.SM_BLDG_CHC_L02_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0141,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHC_L03_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L3_A/Mesh/SM_BLDG_CHC_L03_A_Entrance_01_N1.SM_BLDG_CHC_L03_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0142,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHC_L05_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/C/Kit_Bldg_CHC_L5_A/Mesh/SM_BLDG_CHC_L05_A_Entrance_01_N1.SM_BLDG_CHC_L05_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0143,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHD_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/D/Kit_Bldg_CHD_L1_A/Mesh/SM_BLDG_CHD_L1_A_Entrance_01_N1.SM_BLDG_CHD_L1_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0144,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_01_N1.SM_BLDG_CHE_L1_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0145,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L1_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_02_N1.SM_BLDG_CHE_L1_A_Entrance_02_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0146,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L1_A_Entrance_03_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_03_N1.SM_BLDG_CHE_L1_A_Entrance_03_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0147,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L1_A_Entrance_04_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_04_N1.SM_BLDG_CHE_L1_A_Entrance_04_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0148,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L1_A_Entrance_05_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_05_N1.SM_BLDG_CHE_L1_A_Entrance_05_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0149,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L1_A_Entrance_06_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L1_A/Mesh/SM_BLDG_CHE_L1_A_Entrance_06_N1.SM_BLDG_CHE_L1_A_Entrance_06_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0150,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L2_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L2_A/Mesh/SM_BLDG_CHE_L2_A_Entrance_02_N1.SM_BLDG_CHE_L2_A_Entrance_02_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0151,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHE_L2_A_Entrance_03_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/E/Kit_Bldg_CHE_L2_A/Mesh/SM_BLDG_CHE_L2_A_Entrance_03_N1.SM_BLDG_CHE_L2_A_Entrance_03_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0152,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHF_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/F/Kit_Bldg_CHF_L1_A/Mesh/SM_BLDG_CHF_L01_A_Entrance_01_N1.SM_BLDG_CHF_L01_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0153,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHF_L01_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/F/Kit_Bldg_CHF_L1_A/Mesh/SM_BLDG_CHF_L01_A_Entrance_02_N1.SM_BLDG_CHF_L01_A_Entrance_02_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0154,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHG_L01_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/G/Kit_Bldg_CHG_L1_A/Mesh/SM_BLDG_CHG_L01_A_Entrance_01_N1.SM_BLDG_CHG_L01_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0155,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHI_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/I/Kit_Bldg_CHI_L1_A/Mesh/SM_BLDG_CHI_L1_A_Entrance_01_N1.SM_BLDG_CHI_L1_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0156,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHI_L1_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/I/Kit_Bldg_CHI_L1_A/Mesh/SM_BLDG_CHI_L1_A_Entrance_02_N1.SM_BLDG_CHI_L1_A_Entrance_02_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0157,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_CHJ_L1_A1_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/J/Kit_Bldg_CHJ_L1_A/Mesh/SM_BLDG_CHJ_L1_A1_Entrance_01_N1.SM_BLDG_CHJ_L1_A1_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0158,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_NYA_L1_A_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_01_N1.SM_BLDG_NYA_L1_A_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0159,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_NYA_L1_A_Entrance_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_02_N1.SM_BLDG_NYA_L1_A_Entrance_02_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0160,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_NYA_L1_A_Entrance_03_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_03_N1.SM_BLDG_NYA_L1_A_Entrance_03_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0161,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_NYA_L1_A_Entrance_04_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_04_N1.SM_BLDG_NYA_L1_A_Entrance_04_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0162,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_NYA_L1_A_Entrance_05_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_A/Mesh/SM_BLDG_NYA_L1_A_Entrance_05_N1.SM_BLDG_NYA_L1_A_Entrance_05_N1,32,Kept as deterministic reserve for visual variety or district-specific dressing.
M0167,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,door_window,DOOR_WINDOW,CitySampleBuildings,SM_BLDG_NYA_L1_B_Entrance_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_Bldg_NYA_L1_B/Mesh/SM_BLDG_NYA_L1_B_Entrance_01_N1.SM_BLDG_NYA_L1_B_Entrance_01_N1,32,Selected by deterministic production policy: high source score and variant-family diversity.
M0170,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Disc_37428A25,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Disc_37428A25.Disc_37428A25,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0171,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Rectangle_2EBA0992,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Rectangle_2EBA0992.Rectangle_2EBA0992,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0172,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_CHB_Ref_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_CHB_Ref_01.Roof_CHB_Ref_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0173,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_CHB_Ref_02,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_CHB_Ref_02.Roof_CHB_Ref_02,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0174,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroBlockThreeBldg_A01_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroBlockThreeBldg_A01_01.Roof_HeroBlockThreeBldg_A01_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0175,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroBlockThreeBldg_A01_02,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroBlockThreeBldg_A01_02.Roof_HeroBlockThreeBldg_A01_02,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0176,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroBlockThreeBldg_A01_03,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroBlockThreeBldg_A01_03.Roof_HeroBlockThreeBldg_A01_03,27,Kept as deterministic reserve for visual variety or district-specific dressing.
M0177,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroBlockThreeBldg_A01_04,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroBlockThreeBldg_A01_04.Roof_HeroBlockThreeBldg_A01_04,27,Kept as deterministic reserve for visual variety or district-specific dressing.
M0178,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroBlockThreeBldg_A01_05,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroBlockThreeBldg_A01_05.Roof_HeroBlockThreeBldg_A01_05,27,Kept as deterministic reserve for visual variety or district-specific dressing.
M0179,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroChase_A01_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroChase_A01_01.Roof_HeroChase_A01_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0180,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroChase_A01_02,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroChase_A01_02.Roof_HeroChase_A01_02,27,Kept as deterministic reserve for visual variety or district-specific dressing.
M0181,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroFWYClover_01_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroFWYClover_01_01.Roof_HeroFWYClover_01_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0182,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroFWYClover_02_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroFWYClover_02_01.Roof_HeroFWYClover_02_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0183,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroLowCHGModern_A01_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroLowCHGModern_A01_01.Roof_HeroLowCHGModern_A01_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0184,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroMid_NYG_Modern_A01_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroMid_NYG_Modern_A01_01.Roof_HeroMid_NYG_Modern_A01_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0185,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroMidNYGTriangleB01_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroMidNYGTriangleB01_01.Roof_HeroMidNYGTriangleB01_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
M0186,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroMidNYGTriangleB01_02,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroMidNYGTriangleB01_02.Roof_HeroMidNYGTriangleB01_02,27,Kept as deterministic reserve for visual variety or district-specific dressing.
M0187,RESERVE,AUTO_POLICY,false,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.35,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroMidNYGTriangleB01_03,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroMidNYGTriangleB01_03.Roof_HeroMidNYGTriangleB01_03,27,Kept as deterministic reserve for visual variety or district-specific dressing.
M0188,APPROVED,AUTO_POLICY,true,ARCHITECTURE_SECONDARY,HUB;SPRING;SUMMER;AUTUMN;WINTER,SPRING;SUMMER;AUTUMN;WINTER,0.88,roof,ROOF_MODULE,CitySampleBuildings,Roof_HeroMidSFATriangle_A01_01,StaticMesh,/Game/CitySampleBuildings/Building/Library/Kit_Hero_Bldg/MeshRoof/Roof_HeroMidSFATriangle_A01_01.Roof_HeroMidSFATriangle_A01_01,27,Selected by deterministic production policy: high source score and variant-family diversity.
